ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1230704,BERLIN_MATERIEL_INFO_202605220,Berlin,2026-05-22
KeyPers_Berlin_1230778,BERLIN_MATERIEL_INFO_202605221,Berlin,2026-05-22
KeyPers_Berlin_1231971,BERLIN_MATERIEL_INFO_202605222,Berlin,2026-05-22
KeyPers_Berlin_1230036,BERLIN_MATERIEL_INFO_202605223,Berlin,2026-05-22
KeyPers_Berlin_1231035,BERLIN_MATERIEL_INFO_202605224,Berlin,2026-05-22
KeyPers_Berlin_1231003,BERLIN_MATERIEL_INFO_202605225,Berlin,2026-05-22
KeyPers_London_1232736,LONDON_MATERIEL_INFO_202605220,London,2026-05-22
KeyPers_London_1231378,LONDON_MATERIEL_INFO_202605221,London,2026-05-22
KeyPers_London_1230044,LONDON_MATERIEL_INFO_202605222,London,2026-05-22
KeyPers_London_1232872,LONDON_MATERIEL_INFO_202605223,London,2026-05-22
KeyPers_London_1230913,LONDON_MATERIEL_INFO_202605224,London,2026-05-22
KeyPers_London_1232847,LONDON_MATERIEL_INFO_202605225,London,2026-05-22
KeyPers_London_1232036,LONDON_MATERIEL_INFO_202605226,London,2026-05-22
KeyPers_LA_1230689,LA_MATERIEL_INFO_202605220,LA,2026-05-22
KeyPers_LA_1232249,LA_MATERIEL_INFO_202605221,LA,2026-05-22
KeyPers_NewYork_1232705,NewYork_MATERIEL_INFO_202605220,NewYork,2026-05-22
KeyPers_NewYork_1231401,NewYork_MATERIEL_INFO_202605221,NewYork,2026-05-22
KeyPers_NewYork_1230105,NewYork_MATERIEL_INFO_202605222,NewYork,2026-05-22
KeyPers_NewYork_1231407,NewYork_MATERIEL_INFO_202605223,NewYork,2026-05-22
KeyPers_NewYork_1230204,NewYork_MATERIEL_INFO_202605224,NewYork,2026-05-22
KeyPers_NewYork_1233047,NewYork_MATERIEL_INFO_202605225,NewYork,2026-05-22
KeyPers_NewYork_1230454,NewYork_MATERIEL_INFO_202605226,NewYork,2026-05-22
KeyPers_NewYork_1232583,NewYork_MATERIEL_INFO_202605227,NewYork,2026-05-22
KeyPers_NewYork_1231504,NewYork_MATERIEL_INFO_202605228,NewYork,2026-05-22
KeyPers_NewYork_1231971,NewYork_MATERIEL_INFO_202605229,NewYork,2026-05-22
KeyPers_NewYork_1231359,NewYork_MATERIEL_INFO_2026052210,NewYork,2026-05-22
KeyPers_Paris_1234015,Paris_MATERIEL_INFO_202605220,Paris,2026-05-22
KeyPers_Paris_1234328,Paris_MATERIEL_INFO_202605221,Paris,2026-05-22
KeyPers_Paris_1233964,Paris_MATERIEL_INFO_202605222,Paris,2026-05-22
KeyPers_Paris_1233277,Paris_MATERIEL_INFO_202605223,Paris,2026-05-22
KeyPers_Paris_1231661,Paris_MATERIEL_INFO_202605224,Paris,2026-05-22
KeyPers_Paris_1234284,Paris_MATERIEL_INFO_202605225,Paris,2026-05-22
KeyPers_Paris_1234607,Paris_MATERIEL_INFO_202605226,Paris,2026-05-22
KeyPers_Paris_1234006,Paris_MATERIEL_INFO_202605227,Paris,2026-05-22
KeyPers_Paris_1234166,Paris_MATERIEL_INFO_202605228,Paris,2026-05-22
KeyPers_Paris_1233216,Paris_MATERIEL_INFO_202605229,Paris,2026-05-22
KeyPers_Paris_1232732,Paris_MATERIEL_INFO_2026052210,Paris,2026-05-22
KeyPers_Paris_1233753,Paris_MATERIEL_INFO_2026052211,Paris,2026-05-22
KeyPers_Paris_1234263,Paris_MATERIEL_INFO_2026052212,Paris,2026-05-22
KeyPers_Shanghai_1230742,Shanghai_MATERIEL_INFO_202605220,Shanghai,2026-05-22
