ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1231835,BERLIN_MATERIEL_INFO_202606060,Berlin,2026-06-06
KeyPers_Berlin_1233347,BERLIN_MATERIEL_INFO_202606061,Berlin,2026-06-06
KeyPers_Berlin_1232376,BERLIN_MATERIEL_INFO_202606062,Berlin,2026-06-06
KeyPers_Berlin_1230309,BERLIN_MATERIEL_INFO_202606063,Berlin,2026-06-06
KeyPers_Berlin_1231382,BERLIN_MATERIEL_INFO_202606064,Berlin,2026-06-06
KeyPers_Berlin_1233812,BERLIN_MATERIEL_INFO_202606065,Berlin,2026-06-06
KeyPers_London_1231325,LONDON_MATERIEL_INFO_202606060,London,2026-06-06
KeyPers_LA_1230032,LA_MATERIEL_INFO_202606060,LA,2026-06-06
KeyPers_LA_1230505,LA_MATERIEL_INFO_202606061,LA,2026-06-06
KeyPers_LA_1231922,LA_MATERIEL_INFO_202606062,LA,2026-06-06
KeyPers_LA_1232859,LA_MATERIEL_INFO_202606063,LA,2026-06-06
KeyPers_LA_1232213,LA_MATERIEL_INFO_202606064,LA,2026-06-06
KeyPers_LA_1232445,LA_MATERIEL_INFO_202606065,LA,2026-06-06
KeyPers_LA_1232694,LA_MATERIEL_INFO_202606066,LA,2026-06-06
KeyPers_LA_1232871,LA_MATERIEL_INFO_202606067,LA,2026-06-06
KeyPers_LA_1231852,LA_MATERIEL_INFO_202606068,LA,2026-06-06
KeyPers_LA_1230154,LA_MATERIEL_INFO_202606069,LA,2026-06-06
KeyPers_LA_1231524,LA_MATERIEL_INFO_2026060610,LA,2026-06-06
KeyPers_LA_1231853,LA_MATERIEL_INFO_2026060611,LA,2026-06-06
KeyPers_LA_1230902,LA_MATERIEL_INFO_2026060612,LA,2026-06-06
KeyPers_LA_1232536,LA_MATERIEL_INFO_2026060613,LA,2026-06-06
KeyPers_NewYork_1230794,NewYork_MATERIEL_INFO_202606060,NewYork,2026-06-06
KeyPers_NewYork_1230597,NewYork_MATERIEL_INFO_202606061,NewYork,2026-06-06
KeyPers_NewYork_1231343,NewYork_MATERIEL_INFO_202606062,NewYork,2026-06-06
KeyPers_NewYork_1231399,NewYork_MATERIEL_INFO_202606063,NewYork,2026-06-06
KeyPers_NewYork_1230432,NewYork_MATERIEL_INFO_202606064,NewYork,2026-06-06
KeyPers_NewYork_1233068,NewYork_MATERIEL_INFO_202606065,NewYork,2026-06-06
KeyPers_NewYork_1230626,NewYork_MATERIEL_INFO_202606066,NewYork,2026-06-06
KeyPers_NewYork_1232092,NewYork_MATERIEL_INFO_202606067,NewYork,2026-06-06
KeyPers_NewYork_1230853,NewYork_MATERIEL_INFO_202606068,NewYork,2026-06-06
KeyPers_Paris_1233548,Paris_MATERIEL_INFO_202606060,Paris,2026-06-06
KeyPers_Paris_1231867,Paris_MATERIEL_INFO_202606061,Paris,2026-06-06
KeyPers_Paris_1231046,Paris_MATERIEL_INFO_202606062,Paris,2026-06-06
KeyPers_Paris_1231911,Paris_MATERIEL_INFO_202606063,Paris,2026-06-06
KeyPers_Paris_1232734,Paris_MATERIEL_INFO_202606064,Paris,2026-06-06
KeyPers_Paris_1233320,Paris_MATERIEL_INFO_202606065,Paris,2026-06-06
KeyPers_Paris_1230476,Paris_MATERIEL_INFO_202606066,Paris,2026-06-06
KeyPers_Shanghai_1230564,Shanghai_MATERIEL_INFO_202606060,Shanghai,2026-06-06
