ID_PERSONNEL,ID_MATERIEL,ID_SITE,ID_DATE_ACHAT
KeyPers_Berlin_1231506,BERLIN_MATERIEL_INFO_202605160,Berlin,2026-05-16 16:28:38
KeyPers_Berlin_1232616,BERLIN_MATERIEL_INFO_202605161,Berlin,2026-05-16 14:53:05
KeyPers_Berlin_1233689,BERLIN_MATERIEL_INFO_202605162,Berlin,2026-05-16 12:40:06
KeyPers_Berlin_1233505,BERLIN_MATERIEL_INFO_202605163,Berlin,2026-05-16 11:03:06
KeyPers_Berlin_1232116,BERLIN_MATERIEL_INFO_202605164,Berlin,2026-05-16 13:45:51
KeyPers_Berlin_1234150,BERLIN_MATERIEL_INFO_202605165,Berlin,2026-05-16 16:48:58
KeyPers_London_1234173,LONDON_MATERIEL_INFO_202605160,London,2026-05-16 13:38:08
KeyPers_London_1232154,LONDON_MATERIEL_INFO_202605161,London,2026-05-16 15:08:50
KeyPers_London_1231349,LONDON_MATERIEL_INFO_202605162,London,2026-05-16 14:09:59
KeyPers_London_1230427,LONDON_MATERIEL_INFO_202605163,London,2026-05-16 13:57:47
KeyPers_London_1232758,LONDON_MATERIEL_INFO_202605164,London,2026-05-16 14:45:38
KeyPers_LA_1231040,LA_MATERIEL_INFO_202605160,LA,2026-05-16 10:08:57
KeyPers_LA_1230948,LA_MATERIEL_INFO_202605161,LA,2026-05-16 12:20:34
KeyPers_LA_1231216,LA_MATERIEL_INFO_202605162,LA,2026-05-16 10:26:29
KeyPers_LA_1232251,LA_MATERIEL_INFO_202605163,LA,2026-05-16 11:16:12
KeyPers_LA_1231881,LA_MATERIEL_INFO_202605164,LA,2026-05-16 09:32:17
KeyPers_LA_1230908,LA_MATERIEL_INFO_202605165,LA,2026-05-16 11:49:11
KeyPers_LA_1231775,LA_MATERIEL_INFO_202605166,LA,2026-05-16 12:56:44
KeyPers_LA_1231534,LA_MATERIEL_INFO_202605167,LA,2026-05-16 13:32:38
KeyPers_LA_1230541,LA_MATERIEL_INFO_202605168,LA,2026-05-16 08:29:44
KeyPers_LA_1231003,LA_MATERIEL_INFO_202605169,LA,2026-05-16 14:23:07
KeyPers_LA_1232006,LA_MATERIEL_INFO_2026051610,LA,2026-05-16 13:58:04
KeyPers_LA_1230564,LA_MATERIEL_INFO_2026051611,LA,2026-05-16 14:39:33
KeyPers_LA_1230934,LA_MATERIEL_INFO_2026051612,LA,2026-05-16 16:19:09
KeyPers_NewYork_1232061,NewYork_MATERIEL_INFO_202605160,NewYork,2026-05-16 12:45:19
KeyPers_NewYork_1230776,NewYork_MATERIEL_INFO_202605161,NewYork,2026-05-16 11:01:04
KeyPers_NewYork_1232100,NewYork_MATERIEL_INFO_202605162,NewYork,2026-05-16 09:52:34
KeyPers_NewYork_1232654,NewYork_MATERIEL_INFO_202605163,NewYork,2026-05-16 09:15:36
KeyPers_Paris_1233027,Paris_MATERIEL_INFO_202605160,Paris,2026-05-16 16:17:19
KeyPers_Paris_1234148,Paris_MATERIEL_INFO_202605161,Paris,2026-05-16 08:24:09
KeyPers_Paris_1232530,Paris_MATERIEL_INFO_202605162,Paris,2026-05-16 12:14:06
KeyPers_Paris_1233619,Paris_MATERIEL_INFO_202605163,Paris,2026-05-16 09:15:12
KeyPers_Paris_1230287,Paris_MATERIEL_INFO_202605164,Paris,2026-05-16 14:33:44
KeyPers_Paris_1232539,Paris_MATERIEL_INFO_202605165,Paris,2026-05-16 11:01:31
KeyPers_Paris_1230151,Paris_MATERIEL_INFO_202605166,Paris,2026-05-16 11:53:43
KeyPers_Paris_1232666,Paris_MATERIEL_INFO_202605167,Paris,2026-05-16 09:10:19
KeyPers_Paris_1230014,Paris_MATERIEL_INFO_202605168,Paris,2026-05-16 09:28:51
KeyPers_Shanghai_1230628,Shanghai_MATERIEL_INFO_202605160,Shanghai,2026-05-16 09:01:23
KeyPers_Shanghai_1230677,Shanghai_MATERIEL_INFO_202605161,Shanghai,2026-05-16 14:25:32
KeyPers_Shanghai_1230501,Shanghai_MATERIEL_INFO_202605162,Shanghai,2026-05-16 09:19:27
KeyPers_Shanghai_1230255,Shanghai_MATERIEL_INFO_202605163,Shanghai,2026-05-16 10:36:08
KeyPers_Shanghai_1230811,Shanghai_MATERIEL_INFO_202605164,Shanghai,2026-05-16 12:42:41
